Id,SalePrice
1461,126818.52367332336
1462,119048.09061187989
1463,180078.38284961414
1464,201178.6659633432
1465,226670.00932424192
1466,175382.65950990617
1467,176651.11667769088
1468,170470.55467642524
1469,174404.51602398176
1470,124571.62869939007
1471,178184.0634884599
1472,105782.51765766928
1473,106945.05551723352
1474,143953.52068408852
1475,131413.92745036553
1476,368481.0222840958
1477,234253.88083754995
1478,306068.89864086563
1479,322846.5084439187
1480,439870.08449057245
1481,338605.8522256754
1482,216917.62437768021
1483,188686.6930579918
1484,182125.49000864904
1485,192813.61728818584
1486,191795.65190321946
1487,311264.3614985217
1488,201831.48773822858
1489,195653.87089052328
1490,216994.72265808328
1491,190971.23462132088
1492,104587.8691016378
1493,153617.3040223899
1494,264100.72202473006
1495,262266.69466714136
1496,214444.8775252371
1497,185336.48249984233
1498,171107.2801865951
1499,164412.10320634127
1500,170627.2981236333
1501,172135.8944379916
1502,182256.56481790115
1503,249269.74585481343
1504,235094.9612340652
1505,213845.49892693682
1506,174848.5538268857
1507,223248.57495659104
1508,183480.44412282505
1509,155172.62821758582
1510,161405.11061791875
1511,149976.2555980841
1512,165203.98172890965
1513,146589.54007403128
1514,144450.46751044126
1515,168589.40049724525
1516,144977.0480844314
1517,152566.0072195415
1518,142911.88766430816
1519,208422.92828023972
1520,137302.07082969628
1521,126272.70575233352
1522,162909.09110728567
1523,120807.13979741033
1524,115682.1251918969
1525,122593.61654540712
1526,125153.61246982474
1527,128815.85032259817
1528,119486.19879859293
1529,134539.8117695276
1530,165012.14707404186
1531,134554.04900755492
1532,134129.2866297247
1533,128477.94504746719
1534,130812.37198589585
1535,146904.04096837746
1536,113807.35499502766
1537,79885.95063393813
1538,147986.29919289378
1539,153646.21788971042
1540,136812.33305622922
1541,127370.23933964672
1542,125018.04026054833
1543,168930.3785112651
1544,99232.46240206432
1545,108150.88707817976
1546,132769.59899503866
1547,136101.4508966602
1548,118613.13491071214
1549,121019.15345004691
1550,129731.57918901519
1551,112483.55107809335
1552,147466.8578880584
1553,134478.63920773243
1554,124962.23951423397
1555,173508.09441926985
1556,110331.8488500725
1557,132686.1644263785
1558,113922.42761475765
1559,133450.78465215384
1560,123658.26060121077
1561,146478.8439339606
1562,129345.7811854993
1563,116907.33031432223
1564,160002.25046739454
1565,146476.23160398775
1566,205258.92341692647
1567,100341.30470084236
1568,241038.14203192247
1569,141196.17394964868
1570,154709.5951731863
1571,162540.70710706434
1572,129386.84951251981
1573,271721.3288028955
1574,138759.57783697714
1575,232924.08383945288
1576,276316.5746415843
1577,184841.44104587534
1578,145828.48252665033
1579,156692.13047171631
1580,191640.09786358706
1581,153533.98910093014
1582,121917.32151399528
1583,296717.2672750476
1584,201049.06072478392
1585,147273.5386320099
1586,76701.51025087773
1587,118852.46577598035
1588,148272.19071038166
1589,106422.92595007739
1590,118406.91367101131
1591,135087.4367605116
1592,124984.42628846235
1593,121740.45565556789
1594,149149.4171516205
1595,134890.70374012037
1596,245268.80233413377
1597,190957.06056262946
1598,193190.2880992273
1599,169097.06199137066
1600,163366.82749887073
1601,97600.82035873373
1602,117015.68935870548
1603,76665.25835447025
1604,233585.45009082943
1605,217658.21956811892
1606,154849.3555618111
1607,170225.82402922682
1608,243092.28531291452
1609,163761.23828919468
1610,161961.9158002041
1611,146411.92517447827
1612,176312.79822918214
1613,173818.60050971436
1614,139984.17766625155
1615,125827.56402032812
1616,119519.3902654536
1617,94085.19405992239
1618,122012.93174783271
1619,140372.30464201074
1620,184381.5864975758
1621,143239.83118848508
1622,159593.55580637718
1623,215237.82321065853
1624,230183.66107904539
1625,117485.72776281397
1626,165225.973173802
1627,190229.06605299533
1628,296053.10162409616
1629,174637.63852990122
1630,302620.2787265779
1631,208002.97712710281
1632,232391.1583813817
1633,176794.19898662937
1634,186853.40235593935
1635,174078.46421248448
1636,167726.68403945083
1637,189923.58889078192
1638,206761.27854126465
1639,180148.26723712482
1640,216070.32287834893
1641,173791.6170084823
1642,231134.2413735538
1643,211850.08347064073
1644,213197.33654300717
1645,191205.21531674644
1646,167141.91863579713
1647,156494.7643506725
1648,139806.47162219937
1649,136885.77055700752
1650,118903.99596256737
1651,121938.68148441333
1652,107101.33316072088
1653,95389.77703164365
1654,150252.80852632722
1655,146844.45647026465
1656,144788.0985754155
1657,142731.69840143202
1658,166641.56221710253
1659,125242.58147897155
1660,166370.75556679844
1661,403888.5669110934
1662,341073.1065561994
1663,350791.8882115309
1664,420270.74972999265
1665,302771.79380835005
1666,317181.2149770342
1667,407841.2283458488
1668,356281.7584768341
1669,298392.81478600163
1670,330130.22357770975
1671,268107.0059944664
1672,357130.35830260505
1673,282443.57059302926
1674,220064.90098618253
1675,211681.89192033996
1676,214536.47243776836
1677,212833.8982081749
1678,430988.7881950332
1679,353286.76185882324
1680,340472.7014013133
1681,249112.95068771974
1682,326235.5846710543
1683,186125.07750819888
1684,177525.5337051801
1685,183908.48574190447
1686,180314.05221733073
1687,168963.0374548241
1688,185733.1475474436
1689,193347.99157898902
1690,191012.522295232
1691,193051.50625096817
1692,283100.4343912576
1693,186455.33046737156
1694,183330.77365383515
1695,166461.22575680606
1696,276005.14657667786
1697,169956.39654121138
1698,314905.531791004
1699,268909.1164169433
1700,260449.60421667816
1701,263260.2069934622
1702,246681.5121844883
1703,227441.43146781504
1704,282804.5318006691
1705,275106.4641249294
1706,412870.0679929555
1707,217225.27625609486
1708,203788.0284815513
1709,251707.84470361128
1710,226552.14044880887
1711,293102.2356120012
1712,245854.72693915473
1713,269123.01889431727
1714,204175.277059888
1715,209863.71056158596
1716,178501.00500419788
1717,164346.35948590358
1718,140803.75210192153
1719,200301.45401772182
1720,218442.3817463158
1721,165261.40356440656
1722,149598.41189423285
1723,150704.83417003774
1724,185717.90072426634
1725,232245.4743278851
1726,185922.66808487417
1727,153971.91268781037
1728,180797.60743261196
1729,169834.31247343565
1730,128533.34466055683
1731,122171.5242905715
1732,132773.6880600881
1733,125142.80544946459
1734,122606.86399375781
1735,135937.64422529397
1736,115943.02546173027
1737,197343.34883065184
1738,211010.9242237501
1739,222331.35163195193
1740,240993.58833640203
1741,223431.91197490052
1742,165468.69957281052
1743,175412.4894035026
1744,249247.4056457792
1745,191315.09746370526
1746,189862.8879184633
1747,207684.23570562032
1748,238827.75923757374
1749,154826.58787441894
1750,127775.30222082332
1751,231806.32656501234
1752,124514.22258678009
1753,145023.50403006864
1754,177627.89875392918
1755,169757.98354337446
1756,125558.25557470066
1757,128265.55479941593
1758,149851.13304643976
1759,153796.30511792027
1760,156600.1913721463
1761,141849.9672725572
1762,174643.08020102975
1763,176406.58367186962
1764,123491.73443393392
1765,129387.33345473152
1766,180564.2646197638
1767,187575.4221726056
1768,149583.67639760164
1769,156385.37347312158
1770,150027.45515466254
1771,134828.6984689943
1772,127633.86026291495
1773,130520.06492749047
1774,158621.00489933026
1775,140384.9913143356
1776,129579.14708349569
1777,123275.83988463218
1778,130822.05380143212
1779,117073.63896641818
1780,145682.63379867093
1781,129474.36503368456
1782,108417.3457519059
1783,163222.5035161777
1784,133812.53270980532
1785,131000.73322062961
1786,145493.9969868839
1787,172466.69948887182
1788,130104.67117721544
1789,116126.31362310104
1790,113004.81086201192
1791,187898.7267209619
1792,130791.86985753592
1793,120947.68471270101
1794,137888.71333215004
1795,136345.1982901204
1796,141148.74183850287
1797,113742.00343828916
1798,133374.91070335067
1799,118706.08196974783
1800,134487.76770774895
1801,124466.71820282025
1802,135394.00152621488
1803,152070.19501450125
1804,145060.14387281655
1805,132472.28023677156
1806,111488.46054937126
1807,112470.73211511492
1808,129158.95500819353
1809,142199.5087163493
1810,127667.42175010576
1811,148875.99260914803
1812,143645.90913367918
1813,145365.95101227317
1814,105306.00331429146
1815,77840.54218736786
1816,109531.54491723441
1817,144269.63335697577
1818,153290.53206185292
1819,144447.15322103637
1820,138235.63639894614
1821,120641.97188462877
1822,148228.82874408687
1823,125828.281173032
1824,127801.75281428381
1825,136951.13233260624
1826,130161.0943965129
1827,109333.88869617472
1828,99422.98846658814
1829,128550.26131630699
1830,130425.24908064549
1831,120210.17969868585
1832,120016.33926409124
1833,135565.05351228628
1834,138000.07443307457
1835,159689.29154592156
1836,108052.00262777817
1837,136132.75616708348
1838,108791.97943755795
1839,110170.26170945847
1840,155349.16138375446
1841,130561.69031800891
1842,95267.17967448894
1843,150853.00829860722
1844,147276.38529236376
1845,132632.8322208999
1846,149619.52350112918
1847,175473.4095310436
1848,118348.88907580385
1849,109881.21745202146
1850,124027.21296078294
1851,151224.78158354745
1852,119148.3757517224
1853,147702.81862154676
1854,162060.78449008233
1855,172475.8473530334
1856,232146.59925362654
1857,129579.88699860254
1858,119672.87052656793
1859,109085.5340890695
1860,167315.4726784804
1861,107012.70210608428
1862,295371.3923093671
1863,289550.9959091396
1864,289550.9959091396
1865,369765.81987912406
1866,326977.99744953425
1867,217007.96651248058
1868,308530.9627214034
1869,203628.01656526496
1870,245612.18035491373
1871,263396.69837646186
1872,185187.98864827282
1873,255211.42291759406
1874,164615.2349717913
1875,195895.7032696479
1876,207379.27204148928
1877,202531.43723552997
1878,214873.12255069558
1879,139759.63617345126
1880,118286.5219935626
1881,278293.414508807
1882,225518.9465070226
1883,188750.6349235079
1884,200485.32037555365
1885,244229.7183375582
1886,273004.8224282802
1887,204580.51479886405
1888,265061.3542611648
1889,185878.51017546258
1890,140976.40420957768
1891,138257.80212836753
1892,100121.09871380715
1893,121635.76541047024
1894,141781.75816351472
1895,148618.54054159755
1896,127058.1826804597
1897,146262.81191273953
1898,123822.72814003407
1899,170734.44908991063
1900,157594.45087139684
1901,164921.5914264658
1902,163654.07967966015
1903,228453.86183992735
1904,120763.7231925796
1905,180496.9790150091
1906,108971.42606405698
1907,250873.06626851065
1908,111951.7043918426
1909,134789.19193816767
1910,126943.450449651
1911,194501.00297547298
1912,273508.15794260916
1913,128070.2890109481
1914,74655.42767333382
1915,313946.4947414417
1916,46221.13965720132
1917,246264.83360754163
1918,155436.6156136286
1919,156553.85548833385
1920,155182.4493908118
1921,341632.0354481191
1922,312767.1772585094
1923,194206.01033848926
1924,258793.70137422954
1925,192013.73741635188
1926,343768.01123658573
1927,161738.6557678422
1928,176045.70904064906
1929,127636.07571244497
1930,140673.57214234944
1931,142298.11731388143
1932,138906.35437528542
1933,215342.4625255928
1934,176216.78596935442
1935,178312.64661203418
1936,188090.53015646437
1937,182291.6564981309
1938,171953.5363120587
1939,247476.26922727414
1940,226045.94694889075
1941,177675.66969551466
1942,176049.77144687632
1943,193910.73880887232
1944,375337.06469766895
1945,354728.675574314
1946,148220.70957922246
1947,299805.5820450393
1948,200232.66750436524
1949,236021.04499208255
1950,172338.70491524725
1951,228023.53617107988
1952,194760.28391356458
1953,168694.94451791074
1954,178352.97143409253
1955,124638.60388682569
1956,274928.4252035584
1957,144536.75128007506
1958,292394.7035883984
1959,154936.09070657525
1960,119625.68301538294
1961,123371.13094540972
1962,111131.2594772504
1963,111404.59546768239
1964,105900.00131759749
1965,144443.71944178385
1966,139035.0536659883
1967,295631.37068150874
1968,344778.0569797786
1969,357992.77578612266
1970,422627.75406144856
1971,422181.34749324695
1972,348732.7601511871
1973,302814.93476989685
1974,335638.1200113762
1975,356245.85934068984
1976,282153.4331217946
1977,351928.58720111696
1978,349939.4775695702
1979,317888.43718009215
1980,210451.7720803241
1981,351467.98756054364
1982,192663.09142682
1983,188721.9569080505
1984,170461.16321436086
1985,232022.70860793776
1986,205224.87863110515
1987,190074.2502438114
1988,184912.0502380334
1989,186185.6315724081
1990,217869.09125847858
1991,228733.94708797225
1992,212117.012479791
1993,180229.5062292809
1994,215641.77549230817
1995,177352.438718434
1996,247109.90362656856
1997,311936.3397780377
1998,287782.63452985487
1999,294613.0554312861
2000,290351.05747618293
2001,266655.1177861169
2002,226399.2503372209
2003,242594.19590405526
2004,308146.08599922096
2005,228331.2294929845
2006,216926.7165492578
2007,242076.03008686565
2008,212409.33412934118
2009,194140.60955169096
2010,189831.61770657476
2011,159851.66696696097
2012,184782.19790091758
2013,194974.11399142854
2014,202116.8872620258
2015,222104.03318161922
2016,203614.19604262098
2017,194645.7509662059
2018,135084.39892209304
2019,136534.97034764529
2020,150785.5680629121
2021,120212.57908026614
2022,176701.67509912793
2023,125993.13531754728
2024,252643.59601887738
2025,316833.33737044653
2026,167173.94923252016
2027,164310.73825952422
2028,157185.201296127
2029,155202.141523775
2030,238318.25623947964
2031,247531.35071563433
2032,243404.82410550743
2033,242385.54511840985
2034,168754.97021854456
2035,211264.13805045915
2036,176796.86433813858
2037,177917.04348035288
2038,237007.3329396223
2039,210781.66067069885
2040,267435.04232164513
2041,228490.0904008224
2042,205942.16551101822
2043,162146.15154120215
2044,168383.604525724
2045,187337.73931498284
2046,139703.6373130771
2047,134680.37246401573
2048,131860.13667341572
2049,152814.45173714173
2050,164875.59842489517
2051,113230.78483506679
2052,127751.3272213949
2053,152412.39168250666
2054,103252.4843568881
2055,149993.9062458527
2056,151041.68423440517
2057,127968.1604306317
2058,217157.03005123392
2059,128643.69314008625
2060,153758.3466059735
2061,164031.36792253322
2062,127398.68695876168
2063,127484.21153472846
2064,137671.07850982685
2065,119366.59501843755
2066,166974.7153292357
2067,105972.12360433176
2068,141879.296388532
2069,80286.80692454013
2070,124077.1366810714
2071,130498.51002061175
2072,154491.21063451256
2073,127963.45136007863
2074,158780.9822363333
2075,149473.19956358857
2076,124513.45052975835
2077,138035.51779449428
2078,132972.69775603365
2079,123195.61043054554
2080,111465.66234940621
2081,117067.99497638024
