Id,SalePrice
1461,125970.18664170089
1462,161805.22842653634
1463,190201.51331824003
1464,191748.51770727264
1465,193691.02588731365
1466,172094.18631492785
1467,177947.78242232115
1468,163831.23590281964
1469,179536.75519809104
1470,128291.40157873552
1471,214999.54000894522
1472,97888.1749312877
1473,91280.46139890712
1474,155105.57508684124
1475,130936.40154923382
1476,416142.184165285
1477,257844.6857554143
1478,298706.8833843245
1479,223016.44458158608
1480,540590.4865296669
1481,299322.3507707486
1482,212073.9215206731
1483,171693.5613255489
1484,182201.5470598565
1485,176692.354029703
1486,191352.69786083177
1487,345311.2523194951
1488,242552.87884751003
1489,206146.14629054072
1490,202019.493496201
1491,193687.38664597698
1492,90664.61614945123
1493,194713.34215190023
1494,293466.4318771113
1495,290481.72044604487
1496,231450.4241640389
1497,169981.24878194832
1498,163992.84412546628
1499,155678.0692030195
1500,139855.45882653797
1501,174841.54545670794
1502,150142.5048474865
1503,290409.3672266718
1504,225021.64330503202
1505,216946.36698838553
1506,182036.57533208834
1507,229877.53479543218
1508,204919.97927080607
1509,156792.83575332555
1510,141678.51417327486
1511,141655.5365005832
1512,159027.5809589406
1513,139144.46946786414
1514,187673.44759392022
1515,224753.08404169796
1516,169508.83856048508
1517,156593.6871092191
1518,136162.74836442652
1519,251432.85782013115
1520,131610.39485927255
1521,136020.5575823356
1522,165674.41500968338
1523,109444.94853316268
1524,128385.20871240328
1525,125578.03309140826
1526,128986.09970025352
1527,105264.79865907365
1528,145079.44194516228
1529,142023.00473181147
1530,193402.77676786494
1531,135849.2081349439
1532,112565.40674693443
1533,144997.8502305691
1534,123480.55157659262
1535,173691.14465808368
1536,118529.70096339386
1537,75317.48801343211
1538,189402.81570198722
1539,195043.39230082094
1540,122793.98224637065
1541,153716.03350500067
1542,141996.01275640554
1543,232646.98693694762
1544,90675.05906598891
1545,103715.25971150209
1546,118421.87785896067
1547,128841.14248035262
1548,133896.20096904534
1549,108372.973960197
1550,133776.44688244432
1551,129922.50491252315
1552,132724.5291256994
1553,156458.2219614155
1554,106949.9461660787
1555,177553.82658680665
1556,71103.92356543813
1557,107188.48521942271
1558,86060.92872438303
1559,80577.48627295603
1560,149853.3643120629
1561,150760.39143707976
1562,130991.99773454232
1563,121674.37415710172
1564,138963.4070036053
1565,144101.94377171405
1566,238329.3936518853
1567,71221.23446758559
1568,227517.4945356722
1569,125394.28801697376
1570,122244.68878280773
1571,134340.70470953907
1572,150367.68524142957
1573,270368.72244261677
1574,98582.22312500908
1575,224333.70199646422
1576,229214.47489169386
1577,208430.1300607364
1578,147593.9760183189
1579,158434.1448633662
1580,196858.8940801672
1581,150098.32278242268
1582,126469.70133560347
1583,357804.57656242215
1584,225822.22145570832
1585,140008.1221680631
1586,84330.60578864631
1587,92500.80858009348
1588,144765.99378973182
1589,104209.86165971406
1590,129366.68468487542
1591,94341.21230570247
1592,131501.6000978819
1593,126522.56486181222
1594,146546.47956600148
1595,108231.9408320799
1596,234794.82047662942
1597,183996.63391658192
1598,200054.10823423287
1599,196200.554107564
1600,185917.32683050598
1601,74987.61960754798
1602,99091.80413199967
1603,90622.51605537327
1604,271142.8159383297
1605,258045.91372589002
1606,175804.9163317803
1607,186581.73668343519
1608,222779.4564268671
1609,204809.7489474833
1610,150249.6644461645
1611,147020.0350344309
1612,160679.698250169
1613,165163.33972830456
1614,123206.92654549866
1615,88937.23592297388
1616,60321.25645353853
1617,90512.21577836415
1618,127075.30812860667
1619,151329.27666624333
1620,145194.21969115653
1621,139384.5345008886
1622,134868.44359136003
1623,296697.9140922524
1624,204754.57288548595
1625,125296.3694187659
1626,168444.46710176673
1627,197837.43541494463
1628,264293.38217212673
1629,185007.83918579295
1630,365585.56974308525
1631,221901.37070076438
1632,237973.7854444677
1633,170562.1089921417
1634,186677.57522310712
1635,179417.1152726529
1636,150877.504771311
1637,182093.59938838973
1638,214135.5130314955
1639,181387.64809151043
1640,275262.88405168813
1641,177980.59837344405
1642,213589.31916336442
1643,223008.7059214629
1644,218510.165130048
1645,167419.3358452548
1646,155862.7612750635
1647,170610.65653805167
1648,126570.20857968419
1649,134149.5348443341
1650,126226.82541324107
1651,134663.3447896788
1652,94818.51778267177
1653,91795.79863489083
1654,147706.41065551667
1655,158057.4018872239
1656,144500.68507892682
1657,148938.8267953132
1658,143809.8982833821
1659,140244.55392918998
1660,154248.79053281338
1661,454138.8068386478
1662,457628.5013804588
1663,396703.014158519
1664,442953.07166050526
1665,326585.8988678051
1666,340433.0639778402
1667,356879.7116887116
1668,345312.2629189333
1669,299941.520962139
1670,375822.0468001902
1671,273688.4901300955
1672,456252.1097896829
1673,308398.51362403744
1674,254002.02989296766
1675,187657.6905170936
1676,187019.24117814505
1677,229464.58502140027
1678,487883.9105159554
1679,372309.1629673308
1680,344687.3974604249
1681,268476.97244203096
1682,299576.63076494384
1683,171507.92032784663
1684,174099.70221589686
1685,174631.1107480487
1686,165851.8180005595
1687,166095.79574446625
1688,189389.97903523146
1689,188930.4145686906
1690,193237.48266745333
1691,178984.94324348698
1692,270245.51587913535
1693,170863.45315164156
1694,184790.25476465892
